id,source_book,chapter,verse,era,original_language,tamil,english,translator,source_url,license,iks_concepts,notes
TK-0062-POPE,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),62,Post-Sangam (c. 1st–5th century CE),Tamil,எழுபிறப்பும் தீயவை தீண்டா பழிபிறங்கா பண்புடை மக்கட் செல்வம்.,The wealth of virtuous children ensures that evil does not touch their parents through seven births.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 62, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0270-DREW,Thirukkural,Chapter 27: Penance (தவம்),270,Post-Sangam (c. 1st–5th century CE),Tamil,இலன்என்று தீயவை செய்யற்க செய்யின் இலன்ஆகும் மேலும் இழிந்து.,Do not do evil out of poverty; doing so brings deeper poverty and degradation.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 270, Penance (தவம்)."
TK-0135-DREW,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),135,Post-Sangam (c. 1st–5th century CE),Tamil,நன்றிக் கமைவுடைமை நாணுடைமை யிரண்டும் அன்றிக்கு ஒவ்வாத ஒழுக்கமலர்.,Gratitude and modesty are the twin flowers of true conduct.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 135, Right Conduct (ஒழுக்கமுடைமை)."
TK-0542-POPE,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),542,Post-Sangam (c. 1st–5th century CE),Tamil,இறைகடியன் என்று அஞ்சார் இன்றாயின் உய்யா தொழியும் குடி.,"If a king's subjects are not afraid and say 'He is severe,' that people will perish.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 542, Just Scepter (செங்கோன்மை)."
TK-0080-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),80,Post-Sangam (c. 1st–5th century CE),Tamil,அன்பு கனவினும் வேண்டா ஒழியினும் தன்புக்கு ஒதுங்கா வழி.,Love desires no cessation even in dreams; it never abandons the path to its object.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 80, Possession of Love (அன்புடைமை)."
NAT-0001,Natrinai,Verse 1,1,Sangam (c. 300 BCE – 300 CE),Tamil,நெய்தல் நிலத்துத் தலைவி கடலையே நோக்கி நின்றாள்.,"The heroine of the coastal land stood gazing at the sea, weeping for her departed lover.",A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Neythal, Pirivu",Opening verse of Natrinai establishing the Neythal landscape of grief and longing.
TK-0096-DREW,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),96,Post-Sangam (c. 1st–5th century CE),Tamil,சிறுமையுவந்து சீர்அல்ல செய்யும் பெருமை அகன்றவர் நட்பும் அகல்.,Shun the friendship of those who delight in meanness and shun excellence.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 96, Pleasant Words (இனியவை கூறல்)."
TK-0083-DREW,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),83,Post-Sangam (c. 1st–5th century CE),Tamil,பரிந்தோம்பிப் பற்றற்றேம் என்பர் விருந்தோம்பி வேளாண்மை செய்யாதவர்.,Those who never showed hospitality will lament that they perished with none to hold to.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 83, Hospitality (விருந்தோம்பல்)."
TK-0006-DREW,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),6,Post-Sangam (c. 1st–5th century CE),Tamil,பொறிவாயில் ஐந்தவித்தான் பொய்தீர் ஒழுக்க நெறிநின்றார் நீடுவாழ் வார்.,They who walk the faultless way of him who subdued the five senses shall live long.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 6, Praise of God (கடவுள் வாழ்த்து)."
TK-0078-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),78,Post-Sangam (c. 1st–5th century CE),Tamil,புறத்துறுப்பு எல்லாம் எவன்செய்யும் யாக்கை அகத்துறுப்பு அன்பிலா தார்க்கு.,Of what use are all external organs to those who are without love in their heart?,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 78, Possession of Love (அன்புடைமை)."
TK-0035-DREW,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),35,Post-Sangam (c. 1st–5th century CE),Tamil,எனைத்தொன்று நன்றி பயவா வினைத்தொன்றும் நன்றிக்கு நல்ல விடம்.,Whatever yields no good is evil; whatever yields good is virtue.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 35, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0371-DREW,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),371,Post-Sangam (c. 1st–5th century CE),Tamil,ஊழிற் பெருவலி யாவுள மற்றொன்று சூழினும் தான்முந் துறும்.,"What power exceeds fate? Even with another plan, fate comes first.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 371, Fate / Destiny (ஊழ்)."
TK-0004-POPE,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),4,Post-Sangam (c. 1st–5th century CE),Tamil,வேண்டுதல் வேண்டாமை இலானடி சேர்ந்தார்க்கு யாண்டும் இடும்பை இல.,"To those who meditate the feet of God who is without desire or aversion, evil shall never come.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 4, Praise of God (கடவுள் வாழ்த்து)."
TK-0062-DREW,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),62,Post-Sangam (c. 1st–5th century CE),Tamil,எழுபிறப்பும் தீயவை தீண்டா பழிபிறங்கா பண்புடை மக்கட் செல்வம்.,Virtuous children shield their parents from evil through seven rebirths.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 62, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0133-DREW,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),133,Post-Sangam (c. 1st–5th century CE),Tamil,ஒழுக்கத்தின் ஒல்கார் உரவோர் இழுக்கத்தின் ஏதம் படுபாக்கு அலர்.,The strong do not swerve from right conduct; those who deviate bring reproach.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 133, Right Conduct (ஒழுக்கமுடைமை)."
TK-0090-POPE,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),90,Post-Sangam (c. 1st–5th century CE),Tamil,முகமன்னர் கண்ணோட்டம் இன்மை அமையும் இகலிரண்டாந் துப்பில் தவம்.,Kings without loving glances are feeble in combat — penance in rivalry is no substitute.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 90, Hospitality (விருந்தோம்பல்)."
TK-0005-DREW,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),5,Post-Sangam (c. 1st–5th century CE),Tamil,இருள்சேர் இரண்டிடத்தும் கெடுக்கும் திருவுள்ளத்து தேறல் மலர்தாள் தொழல்.,The worship of the lotus feet in a pure mind destroys sins of darkness in both existences.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 5, Praise of God (கடவுள் வாழ்த்து)."
TK-0086-POPE,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),86,Post-Sangam (c. 1st–5th century CE),Tamil,இனைத்துணைத்து என்பதொன்று இல்லை விருந்தின் துணைத்துணை ஓம்பப் படும்.,There is no fixed measure for hospitality; it should be extended to the utmost limit.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 86, Hospitality (விருந்தோம்பல்)."
TK-0030-DREW,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),30,Post-Sangam (c. 1st–5th century CE),Tamil,சுவைஒளி ஊறுஒசை நாற்றமென ஐந்தின் வகைதெரிவான் கட்டே உலகு.,"The world belongs to one who understands the five senses: taste, sight, touch, sound, and smell.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 30, The Greatness of Ascetics (நீத்தார் பெருமை)."
PUR-0002,Purananuru,Verse 2,2,Sangam (c. 300 BCE – 300 CE),Tamil,இருமூன்று ஆண்டினும் கழிந்த யாண்டினும் கெடுக்குவர் தம்மை கெடுப்போர்.,Those who bring destruction on themselves will be destroyed whether it takes six years or more.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Oozh, Viram",A meditation on the karmic consequences of one's destructive deeds.
PUR-0001,Purananuru,Verse 1,1,Sangam (c. 300 BCE – 300 CE),Tamil,வாடா மலர்தலை உலகத்து நீடார் புகழுடையோர் நீடுவாழ் வோரே.,Those in this ever-blooming world who have enduring fame are those who live long.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,Pukazh,Opening verse of Purananuru praising lasting fame over fleeting life.
TK-0324-POPE,Thirukkural,Chapter 33: Non-Killing (கொல்லாமை),324,Post-Sangam (c. 1st–5th century CE),Tamil,நல்லாறு எனப்படுவது யாதெனின் யாதொன்றும் கொல்லாமை சூழ்ந்து ஒழுகல்.,"If you ask what the good path is, it is to live life thinking of and practising non-injury.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 324, Non-Killing (கொல்லாமை)."
TK-0079-POPE,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),79,Post-Sangam (c. 1st–5th century CE),Tamil,அன்பில்லார் தம்மைப் பிறர்செய்தல் அன்பின்மைக்கு என்மனங் கோடுகொள்ளும்.,"Whatever good is done to the loveless, their lovelessness of heart makes it seem as if it were done to others.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 79, Possession of Love (அன்புடைமை)."
TK-0249-DREW,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),249,Post-Sangam (c. 1st–5th century CE),Tamil,தன்னூன் பெருக்கற்குத் தான்பிறிதூன் உண்பான் எங்ஙனம் ஆளும் அருள்.,How can one possess compassion who enlarges his body by eating other creatures' flesh?,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 249, Possession of Compassion (அருளுடைமை)."
TK-0269-DREW,Thirukkural,Chapter 27: Penance (தவம்),269,Post-Sangam (c. 1st–5th century CE),Tamil,ஒருமை மகளிர் தமர்கணவர் என்னும் திருமை உடையார் தவம்.,The penance of women devoted to their one husband gives them dignity.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 269, Penance (தவம்)."
MMK-MM-6,Manimekalai,Passage MM-6,MM-6,Post-Sangam (c. 5th–6th century CE),Tamil,கல்வி கற்றோரே உண்மையான செல்வர் அல்லர் பொருள் உடையோரே.,"Those who have gained learning are the truly wealthy, not those who merely have material possessions.",Alain Danielou,https://www.tamilvirtualuniversity.org/,Public Domain,"Porul, Ozhukkam",The Manimekalai's elevation of learning over material wealth as the measure of true richness.
TK-0067-DREW,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),67,Post-Sangam (c. 1st–5th century CE),Tamil,தந்தை மகற்காற்றும் நன்றி அவையத்து முந்தி இருப்பச் செயல்.,A father's finest service is to ensure his son sits foremost in the assembly.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 67, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0016-DREW,Thirukkural,Chapter 2: The Excellence of Rain (வான்சிறப்பு),16,Post-Sangam (c. 1st–5th century CE),Tamil,சிறப்பொடு பூசனை செல்லாது வானம் வறக்குமேல் வானோர்க்கும் ஈண்டு அரிது.,"If drought comes, worship and festivals will cease even for the celestials.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 16, The Excellence of Rain (வான்சிறப்பு)."
TK-0064-DREW,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),64,Post-Sangam (c. 1st–5th century CE),Tamil,அமிழ்தினும் ஆற்ற இனிதேதம் மக்கள் சிறுகை அளாவிய கூழ்.,Food stirred by a child's little hands is sweeter than nectar.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 64, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0084-DREW,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),84,Post-Sangam (c. 1st–5th century CE),Tamil,உடைமையுள் இன்மை விருந்தோம்பல் ஓம்பா மடமை மடவார் கண் உண்டு.,The foolishness of the wealthy who fail hospitality is the folly of the ignorant.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 84, Hospitality (விருந்தோம்பல்)."
NAT-0004,Natrinai,Verse 4,4,Sangam (c. 300 BCE – 300 CE),Tamil,இனியோர் தமரால் இரவின் துறைவன் இனியோர் தமரால் கல்லென்று ஒலிக்கும் கடலே.,"By the night shore of my beloved, the sea roars like a crowd of dear ones.",A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Neythal, Kadal",The roaring sea becomes a metaphor for longing and the beloved's presence in absence.
TK-0022-DREW,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),22,Post-Sangam (c. 1st–5th century CE),Tamil,துறந்தார் பெருமை துணைக்கூறின் வையம் அறிந்தது கால் ஆகும் ஆற்று.,"To measure the greatness of ascetics, the world's knowledge is only a fraction.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 22, The Greatness of Ascetics (நீத்தார் பெருமை)."
TK-0047-DREW,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),47,Post-Sangam (c. 1st–5th century CE),Tamil,இயல்பினான் இல்வாழ்க்கை வாழ்பவன் என்பான் செயல்சான்ற ஆற்றி னவன்.,One who lives domestic life in its proper nature has fulfilled his life's purpose.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 47, Domestic Life (இல்வாழ்க்கை)."
TK-0244-POPE,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),244,Post-Sangam (c. 1st–5th century CE),Tamil,திறன்அல்ல தேற்றுதல் ஒல்லாது அறனல்ல செய்யா அருள் உடையார்.,Those who possess compassion neither uphold the wrong nor do what is not virtuous.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 244, Possession of Compassion (அருளுடைமை)."
TK-0004-DREW,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),4,Post-Sangam (c. 1st–5th century CE),Tamil,வேண்டுதல் வேண்டாமை இலானடி சேர்ந்தார்க்கு யாண்டும் இடும்பை இல.,No sorrow shall come to those who seek the feet of the desireless one.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 4, Praise of God (கடவுள் வாழ்த்து)."
PTR-0031,Pathitrupathu,Verse 31,31,Sangam (c. 300 BCE – 300 CE),Tamil,கொடைக்கடன் பூண்ட சேரன் கொற்றவன் வலியால் வாழ்ந்தனன்.,The Chera king who wore the debt of generosity lived by the strength of his valor.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Kodai, Viram, Arasan",Chera king's twin virtues of generosity (Kodai) and valor (Viram) as the foundation of his reign.
TK-0139-POPE,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),139,Post-Sangam (c. 1st–5th century CE),Tamil,அழுக்காறு உடையார்க்கு அதுசாலும் ஒன்றே ஒழுக்கம் உடையவர்க்கு ஓர் உதவி.,"For those with envy, that alone suffices as vice; right conduct is sufficient help for the virtuous.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 139, Right Conduct (ஒழுக்கமுடைமை)."
TK-0543-POPE,Thirukkural,Chapter 55: Just Scepter (செங்கோன்மை),543,Post-Sangam (c. 1st–5th century CE),Tamil,கொலைசெய்து கொன்றாரும் வாழ்வர் அலைசெய்து அல்லவை செய்யா தவர்.,Even a murderer may live; but those who commit injustice without killing will not survive.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 543, Just Scepter (செங்கோன்மை)."
AKA-0010,Akananuru,Verse 10,10,Sangam (c. 300 BCE – 300 CE),Tamil,பாலை நடந்தவன் பண்பு மறவாது நினைக்கும் தலைவி.,The heroine never forgets the character of the one who journeyed through the arid Palai lands.,George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Palai, Panpu, Pirivu",The heroine's memory of her lover's noble character sustains her through separation in Palai.
AKA-0168,Akananuru,Verse 168,168,Sangam (c. 300 BCE – 300 CE),Tamil,மருதம் நிலத்தில் மனைவி மனம் கொதித்து ஊடல் கொண்டாள்.,"In the fertile Marutham land, the wife seethed inwardly and took up a lover's tiff.",George L. Hart,https://www.tamilvirtualuniversity.org/,Public Domain,"Marutham, Udal",The Marutham landscape scenario of marital infidelity and the wife's righteous jealousy (Udal).
TK-0132-DREW,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),132,Post-Sangam (c. 1st–5th century CE),Tamil,பரிந்தோம்பிக் காக்க ஒழுக்கம் தெரிந்தோம்பித் தேரினும் அஃதே துணை.,"Guard conduct carefully; however investigated, it remains the best guide.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 132, Right Conduct (ஒழுக்கமுடைமை)."
TK-0053-DREW,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),53,Post-Sangam (c. 1st–5th century CE),Tamil,இல்லதென் இல்லவள் மாண்பானால் உள்ளதென் இல்லவள் மாணாக் கடை.,"When the wife is virtuous, what is lacking? When she is not, what value remains?",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 53, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0089-DREW,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),89,Post-Sangam (c. 1st–5th century CE),Tamil,வருவிருந்து வைகலும் ஓம்புவான் வாழ்க்கை பருவந்து பாழ்படுதல் இல்.,The life of one who daily welcomes guests will never be desolate.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 89, Hospitality (விருந்தோம்பல்)."
TK-0046-POPE,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),46,Post-Sangam (c. 1st–5th century CE),Tamil,அறத்தான் வருவதே இன்பம் மற்றெல்லாம் துறத்தற் பொருட்டு.,That which comes through virtue is pleasure; everything else is to be renounced.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 46, Domestic Life (இல்வாழ்க்கை)."
NAT-0012,Natrinai,Verse 12,12,Sangam (c. 300 BCE – 300 CE),Tamil,வேல்போல் நெடுங்கண் துயில்வில நன்ஞாயிற் றுயரம் செய்யாய் கதிர் காய்ந்தவரே.,"Long eyes like spears cannot sleep; do not torment, O bright sun, those whose love is scorched.",A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Neythal, Pirivu, Kadal",The heroine's sleepless eyes are compared to spears; the sun's heat amplifies her longing.
TK-0136-POPE,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),136,Post-Sangam (c. 1st–5th century CE),Tamil,ஒழுக்கம் உடையவர்க்கு ஓதல் உடையவர்க்கும் இல்லா இடத்தும் அரசு.,"Right conduct gives dominion even without learning; without right conduct, no learning avails.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 136, Right Conduct (ஒழுக்கமுடைமை)."
TK-0131-DREW,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),131,Post-Sangam (c. 1st–5th century CE),Tamil,ஒழுக்கம் விழுப்பம் தரலான் ஒழுக்கம் உயிரினும் ஓம்பப் படும்.,Conduct leads to excellence; it must be guarded more zealously than life.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 131, Right Conduct (ஒழுக்கமுடைமை)."
TK-0025-POPE,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),25,Post-Sangam (c. 1st–5th century CE),Tamil,ஐந்தவித்தான் ஆற்றல் அகல்விசும்பு ளார்கோமான் இந்திரனே சாலுங் கரி.,"Indra himself, the king of the gods who dwell in heaven, is a proof of the power of him who has destroyed the five senses.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 25, The Greatness of Ascetics (நீத்தார் பெருமை)."
TK-0053-POPE,Thirukkural,Chapter 6: The Help of a Good Wife (வாழ்க்கைத் துணைநலம்),53,Post-Sangam (c. 1st–5th century CE),Tamil,இல்லதென் இல்லவள் மாண்பானால் உள்ளதென் இல்லவள் மாணாக் கடை.,"When the wife is of good character, what is lacking? When she is not, what is there of value?",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 53, The Help of a Good Wife (வாழ்க்கைத் துணைநலம்)."
TK-0070-DREW,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),70,Post-Sangam (c. 1st–5th century CE),Tamil,குழைத்த மக்கட்கு இளையர் பெரியோர் நடுவுணர்வு இல்லாத இல்லத்தவர்.,Those in the home without equity are like children before their own children.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 70, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0032-POPE,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),32,Post-Sangam (c. 1st–5th century CE),Tamil,அறத்தாறு இல்வாழ்க்கை ஆற்றின் புறத்தாறும் போஒய் பெறுவ தெவன்.,"If a person leads a domestic life in the path of virtue, what more is to be gained by entering other paths?",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 32, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
KRT-0017,Kurunthogai,Verse 17,17,Sangam (c. 300 BCE – 300 CE),Tamil,என்னோ தோழி கானல் நண்பகல் வெம்மைய தாகி விரைந்து உலாவும் கடல்.,"Oh friend, what is this midday sea that rushes warm through the coastal grove?",A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Neythal, Pirivu",The heat of midday on the coast expresses the heroine's grief during her lover's absence.
TK-0291-DREW,Thirukkural,Chapter 30: Truthfulness (வாய்மை),291,Post-Sangam (c. 1st–5th century CE),Tamil,வாய்மை எனப்படுவது யாதெனின் யாதொன்றும் தீமை இலாத சொலல்.,Truthfulness means speaking words wholly free of harm to any creature.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 291, Truthfulness (வாய்மை)."
TK-0088-DREW,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),88,Post-Sangam (c. 1st–5th century CE),Tamil,மிகைபடச் சொல்லாது மெய்ப்பட வேண்டும் வகைபட வேண்டும் விருந்து.,"Hospitality must be rendered truthfully, neither exaggerated nor deficient.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 88, Hospitality (விருந்தோம்பல்)."
KRT-0009,Kurunthogai,Verse 9,9,Sangam (c. 300 BCE – 300 CE),Tamil,யாரும் இல்லை தனக்கு துணையாவார் ஒருவர் அன்பு இல்லாத காலை.,There is no one to support a person when they have no one's love.,A.K. Ramanujan,https://www.tamilvirtualuniversity.org/,Public Domain,"Anbu, Kadal",A statement on the essential necessity of love for human survival and support.
SIL-Cilappatikaram-8,Silappathikaram,Passage Cilappatikaram-8,Cilappatikaram-8,Post-Sangam (c. 5th century CE),Tamil,அறம் வெல்லும் பாவம் தோற்கும் என்பது காலத்தின் நியதி.,Virtue shall prevail and sin shall perish — this is the decree of time.,R. Parthasarathy,https://www.tamilvirtualuniversity.org/,Public Domain,"Aram, Oozh",The epic's central moral message: virtue triumphs over sin through the workings of fate.
TK-0137-POPE,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),137,Post-Sangam (c. 1st–5th century CE),Tamil,ஒழுக்கம் குடிசெய்யும் ஒல்லா தவர்க்கும் ஒழுக்கம் மேல் வந்த குடி.,Right conduct elevates even those of low birth; right conduct has higher birth than high lineage.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 137, Right Conduct (ஒழுக்கமுடைமை)."
TK-0031-POPE,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),31,Post-Sangam (c. 1st–5th century CE),Tamil,சிறப்பீனும் செல்வமும் ஈனும் அறத்தினூ உ ஆக்கமும் அந்த வகை.,Virtue yields both distinction and wealth; thus virtue is the true cause of all prosperity.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 31, Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்)."
TK-0066-DREW,Thirukkural,Chapter 7: The Blessing of Children (புதல்வரைப் பெறுதல்),66,Post-Sangam (c. 1st–5th century CE),Tamil,குழல்இனிது யாழ்இனிது என்பதம் மக்கள் மழலைச்சொல் கேளா தவர்.,Those who have not heard their children's prattle think flute and harp are sweetest.,W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 66, The Blessing of Children (புதல்வரைப் பெறுதல்)."
TK-0372-DREW,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),372,Post-Sangam (c. 1st–5th century CE),Tamil,பேதைப் படுக்கும் பிணிசெய்யும் பீடழிக்கும் மூதேவி முன்வந்து இடும்.,"Bad fate brings foolishness, disease, and destroys dignity before anything else.",W.H. Drew,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 372, Fate / Destiny (ஊழ்)."
TK-0043-POPE,Thirukkural,Chapter 5: Domestic Life (இல்வாழ்க்கை),43,Post-Sangam (c. 1st–5th century CE),Tamil,தென்புலத்தார் தெய்வம் விருந்தொக்கல் தானென்றாங்கு ஐம்புலத்தாறு ஓம்பல் தலை.,"Loving service to ancestors, gods, guests, relatives, and oneself — these five are the primary domestic duties.",G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 43, Domestic Life (இல்வாழ்க்கை)."
TK-0005-POPE,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),5,Post-Sangam (c. 1st–5th century CE),Tamil,இருள்சேர் இரண்டிடத்தும் கெடுக்கும் திருவுள்ளத்து தேறல் மலர்தாள் தொழல்.,The worship of the flower-feet of Him who dwells in the pure mind destroys sins committed in two dark places.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 5, Praise of God (கடவுள் வாழ்த்து)."
TK-0095-POPE,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),95,Post-Sangam (c. 1st–5th century CE),Tamil,பணிவுடையன் இன்சொலன் ஆதல் ஒருவற்கு அணியல்ல மற்றுப் பிற.,To be modest and speak pleasantly is the only true adornment for a person; other adornments are not.,G.U. Pope,https://www.tamilvirtualuniversity.org/,Public Domain,,"Thirukkural couplet 95, Pleasant Words (இனியவை கூறல்)."
