id,tamil_text,english_translation,author,work_name,chapter,verse_number,era,literary_category,source_url,license,translator,translator_notes,commentary,iks_concepts,glossary,metadata,quality_score,is_valid
PTR-0011,வளம் கெழு வேந்தன் வஞ்சி மூதூர் வலம்புரி கொண்டமர் வென்றோன்.,The prosperous king who won victory in battle taking the right-spinning conch at the ancient city of Vanji.,Kummattur Kannanar,Pathitrupathu,Verse 11,11,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Chera military eulogy.,Praising the dynastic victories of the Chera rulers.,"[{'concept_id': 'IKS-SANROR', 'name': 'Sanror', 'meaning': 'Noble scholars, people of exemplary character, or wise elders', 'confidence': 1.0}]","{'வேந்தன்': 'king', 'கொண்டமர்': 'won battle'}",{},1.0,True
PTR-0031,கொடைக்கடன் பூண்ட சேரன் கொற்றவன் வலியால் வாழ்ந்தனன்.,The Chera king who wore the debt of generosity lived by the strength of his valor.,Various Sangam Poets,Pathitrupathu,Verse 31,31,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Chera king's twin virtues of generosity (Kodai) and valor (Viram) as the foundation of his reign.,,"[{'concept_id': 'IKS-KODAI', 'name': 'Kodai', 'meaning': 'Generosity, charity, or patronage', 'confidence': 1.0}, {'concept_id': 'IKS-VIRAM', 'name': 'Viram', 'meaning': 'Valor, bravery, or heroism', 'confidence': 1.0}, {'concept_id': 'IKS-ARASAN', 'name': 'Arasan', 'meaning': 'King, ruler, or sovereign leader', 'confidence': 1.0}]",{},{},1.0,True
PTR-0041,குடிகளைக் காத்த மன்னன் தன் நாட்டில் மழை பெய்தது போல் வாழ்ந்தான்.,The king who protected his subjects lived like rain falling in his own land.,Various Sangam Poets,Pathitrupathu,Verse 41,41,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,The good king's protection of subjects compared to life-giving rain — the highest duty of rulership.,,"[{'concept_id': 'IKS-ARASAN', 'name': 'Arasan', 'meaning': 'King, ruler, or sovereign leader', 'confidence': 1.0}, {'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}, {'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'confidence': 1.0}]",{},{},1.0,True
PTR-0022,தண்மழை தலைத்தலை சுரந்து வான் பொழிய ஒண்ணுதல் மகளிர் ஆடிய நீரே.,Cold rains poured season after season; the waters where bright-faced women bathed.,Various Sangam Poets,Pathitrupathu,Verse 22,22,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Pathitrupathu evocation of seasonal abundance connected to the good governance of the Chera king.,,"[{'concept_id': 'IKS-VRUNTHOMPAL', 'name': 'Vrunthompal', 'meaning': 'Classical Tamil IKS concept of Vrunthompal', 'confidence': 1.0}, {'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]",{},{},1.0,True
PTR-0052,புலவர் பாடும் புகழை விரும்பிய வேந்தன் கொடை கொடுத்தான்.,The king who desired the fame that poets would sing gave generously.,Various Sangam Poets,Pathitrupathu,Verse 52,52,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,The patron king's generosity is motivated by the desire for the lasting fame that poets confer.,,"[{'concept_id': 'IKS-PUKAZH', 'name': 'Pukazh', 'meaning': 'Fame, honor, or reputation', 'confidence': 1.0}, {'concept_id': 'IKS-KODAI', 'name': 'Kodai', 'meaning': 'Generosity, charity, or patronage', 'confidence': 1.0}, {'concept_id': 'IKS-ARASAN', 'name': 'Arasan', 'meaning': 'King, ruler, or sovereign leader', 'confidence': 1.0}]",{},{},1.0,True
PUR-0192,யாதும் ஊரே யாவரும் கேளிர்.,Every city is my native place; all people are my kinsmen.,Kaniyan Pungundranar,Purananuru,Verse 192,192,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,A.K. Ramanujan,Universal kinship declaration.,All the world is our village and all people are our relatives.,"[{'concept_id': 'IKS-KELIR', 'name': 'Kelir', 'meaning': 'Kinsmen, universal brotherhood, or social relations', 'confidence': 1.0}, {'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]","{'யாதும்': 'every', 'ஊரே': 'town/village', 'கேளிர்': 'relations'}",{},0.9,True
PUR-0182,உண்டாலம்ம இவ்வுலகம் இந்திரர் அமிழ்தம் இயைவது ஆயினும் இனிதெனத் தமியர் உண்டலும் இலரே.,"This world lives because men do not eat alone, even if the food were nectar of the gods.",Kadiyalur Uruthirankannanar,Purananuru,Verse 182,182,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,A.K. Ramanujan,Praise of hospitality and altruism.,Selflessness and sharing preserve human civilization.,"[{'concept_id': 'IKS-KELIR', 'name': 'Kelir', 'meaning': 'Kinsmen, universal brotherhood, or social relations', 'confidence': 1.0}, {'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]","{'தமியர்': 'alone', 'உண்டலும்': 'eating'}",{},1.0,True
PUR-0312,ஈன்று புறந்தருதல் என்தலைக் கடனே சான்றோன் ஆக்குதல் தந்தைக்குக் கடனே.,To bear and bring him up is my duty; to make him a noble man (Sanron) is the father's duty.,Purananooru (anonymous),Purananuru,Verse 312,312,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,A.K. Ramanujan,Parental duties in Sangam era.,"Nurturing is mother's duty, molding character is father's.","[{'concept_id': 'IKS-SANROR', 'name': 'Sanror', 'meaning': 'Noble scholars, people of exemplary character, or wise elders', 'confidence': 1.0}]","{'ஈன்று': 'bearing', 'சான்றோன்': 'noble/virtuous man'}",{},1.0,True
PUR-0220,காலனும் கடவுளும் ஒன்றே சீலம் சிறந்தார்க்கு.,Death and God are the same to those of excellent character.,Various Sangam Poets,Purananuru,Verse 220,220,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,"Moral excellence makes one indifferent to death, equating it with the divine.",,"[{'concept_id': 'IKS-THAVAM', 'name': 'Thavam', 'meaning': 'Penance, ascetic practice, or self-discipline', 'confidence': 1.0}, {'concept_id': 'IKS-OZHUKKAM', 'name': 'Ozhukkam', 'meaning': 'Moral conduct, discipline, or personal integrity', 'confidence': 1.0}]",{},{},1.0,True
PUR-0015,நன்பல வேள்வி செய்து முடித்த அரசனைக் கபிலர் பாராட்டினார்.,Kapilar praised the king who successfully performed many noble fire sacrifices.,Various Sangam Poets,Purananuru,Verse 15,15,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,The poet Kapilar's praise of king who upheld ritual sacrifices as a mark of righteous kingship.,,"[{'concept_id': 'IKS-VELVI', 'name': 'Velvi', 'meaning': 'Ritual sacrifice or sacred offerings', 'confidence': 1.0}, {'concept_id': 'IKS-ARASAN', 'name': 'Arasan', 'meaning': 'King, ruler, or sovereign leader', 'confidence': 1.0}]",{},{},1.0,True
PUR-0006,ஒன்று செய்தோர்க்கும் ஒன்றிலாதோர்க்கும் ஒருங்கு உடைத்தே செல்வம் ஆற்றும் செல்வமே.,Real wealth is that which is equally available to those who do good and those who do not.,Various Sangam Poets,Purananuru,Verse 6,6,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,A philosophical meditation on the nature of true wealth.,,"[{'concept_id': 'IKS-PORUL', 'name': 'Porul', 'meaning': 'Wealth, material goods, or meaning/substance', 'confidence': 1.0}, {'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]",{},{},1.0,True
PUR-0002,இருமூன்று ஆண்டினும் கழிந்த யாண்டினும் கெடுக்குவர் தம்மை கெடுப்போர்.,Those who bring destruction on themselves will be destroyed whether it takes six years or more.,Various Sangam Poets,Purananuru,Verse 2,2,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,A meditation on the karmic consequences of one's destructive deeds.,,"[{'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'confidence': 1.0}, {'concept_id': 'IKS-VIRAM', 'name': 'Viram', 'meaning': 'Valor, bravery, or heroism', 'confidence': 1.0}]",{},{},1.0,True
PUR-0001,வாடா மலர்தலை உலகத்து நீடார் புகழுடையோர் நீடுவாழ் வோரே.,Those in this ever-blooming world who have enduring fame are those who live long.,Various Sangam Poets,Purananuru,Verse 1,1,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Opening verse of Purananuru praising lasting fame over fleeting life.,,"[{'concept_id': 'IKS-PUKAZH', 'name': 'Pukazh', 'meaning': 'Fame, honor, or reputation', 'confidence': 1.0}]",{},{},1.0,True
PUR-0195,வாழ்தல் உயிரின் தொழிலே செய்தவம் மாழ்கல் இலா வகை.,Living is the work of the soul; penance is the unfailing path to that living.,Various Sangam Poets,Purananuru,Verse 195,195,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Equates righteous penance with the duty of the soul to live correctly.,,"[{'concept_id': 'IKS-THAVAM', 'name': 'Thavam', 'meaning': 'Penance, ascetic practice, or self-discipline', 'confidence': 1.0}, {'concept_id': 'IKS-UYIR', 'name': 'Uyir', 'meaning': 'Soul, life, or living being', 'confidence': 1.0}]",{},{},1.0,True
PUR-0240,பிறர்க்கு இனிய செய்தல் ஆற்றுவாரே ஆற்றுவர் அவ்விடத்து அவ்வியல்பே.,Those who can do good for others truly can act rightly in all situations.,Various Sangam Poets,Purananuru,Verse 240,240,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Doing good for others is the foundation of true righteous behavior.,,"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}, {'concept_id': 'IKS-ANBU', 'name': 'Anbu', 'meaning': 'Love, affection, or emotional/familial bonding', 'confidence': 1.0}]",{},{},1.0,True
PUR-0200,தீதும் நன்றும் பிறர்தர வாரா.,Neither evil nor good comes from others; it all comes from within ourselves.,Various Sangam Poets,Purananuru,Verse 200,200,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,A.K. Ramanujan,The Sangam poet's statement on individual moral responsibility and the source of fate.,,"[{'concept_id': 'IKS-VINAI', 'name': 'Vinai', 'meaning': 'Classical Tamil IKS concept of Vinai', 'confidence': 1.0}, {'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'confidence': 1.0}]",{},{},0.9,True
PUR-0187,அரசன் செங்கோல் கோடிலோன் இல் அல்லல்.,"Under a king whose scepter is straight, there is no sorrow in the home.",Various Sangam Poets,Purananuru,Verse 187,187,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Connects just governance directly with domestic peace and happiness.,,"[{'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'confidence': 1.0}, {'concept_id': 'IKS-ARASAN', 'name': 'Arasan', 'meaning': 'King, ruler, or sovereign leader', 'confidence': 1.0}]",{},{},1.0,True
PUR-0072,நிலம் பகர்ந்த நீண்ட மன்னர் இலம்பகர்ந்தோர் இல்லாத பண்பு.,Long-reigning kings who distribute the land have the nature that lacks nothing.,Various Sangam Poets,Purananuru,Verse 72,72,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Praises the redistributive generosity of great kings as a mark of righteous rule.,,"[{'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'confidence': 1.0}, {'concept_id': 'IKS-KODAI', 'name': 'Kodai', 'meaning': 'Generosity, charity, or patronage', 'confidence': 1.0}]",{},{},1.0,True
PUR-0278,வீழ்ந்தார் மேல் வீழ்ந்தன மழை நீர் புகழ் வீழ்ந்தார் மேல் வீழாது.,Rains fall on those who have fallen; but fame falls not on those who have fallen.,Various Sangam Poets,Purananuru,Verse 278,278,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,"A reflection that natural cycles revive life, but lost fame cannot be restored by nature.",,"[{'concept_id': 'IKS-PUKAZH', 'name': 'Pukazh', 'meaning': 'Fame, honor, or reputation', 'confidence': 1.0}, {'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'confidence': 1.0}]",{},{},1.0,True
PUR-0067,ஈயாது வாழ்தல் புன்மை ஆகும் ஈதல் வலியார் செல்வம்.,To live without giving is baseness; generosity is the wealth of the powerful.,Various Sangam Poets,Purananuru,Verse 67,67,Sangam (c. 300 BCE – 300 CE),Heroic/Puram,https://www.tamilvirtualuniversity.org/,Public Domain,George L. Hart,Avvaiyar's declaration that generosity defines the powerful over mere wealth.,,"[{'concept_id': 'IKS-IGAI', 'name': 'Igai', 'meaning': 'Classical Tamil IKS concept of Igai', 'confidence': 1.0}, {'concept_id': 'IKS-KODAI', 'name': 'Kodai', 'meaning': 'Generosity, charity, or patronage', 'confidence': 1.0}]",{},{},1.0,True
SIL-0001,ஒரு குலத்தில் பிறந்தாலும் ஒழுக்கமே உயர்வு.,"Though born in one lineage, it is conduct that elevates.",Ilankovatikal,Silappathikaram,Passage 1,1,Post-Sangam (c. 5th century CE),Epic/Narrative,https://www.tamilvirtualuniversity.org/,Public Domain,R. Parthasarathy,Moral conduct lesson.,Lineage is secondary to moral conduct (Ozhukkam).,"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]","{'பிறந்தாலும்': 'though born', 'ஒழுக்கமே': 'conduct indeed', 'உயர்வு': 'elevation'}",{},1.0,True
SIL-0002,செங்கோல் வளைந்தால் நாட்டில் மழை பொழியாது.,"If the scepter of justice is bent, rain will not fall in the land.",Ilankovatikal,Silappathikaram,Passage 3,3,Post-Sangam (c. 5th century CE),Epic/Narrative,https://www.tamilvirtualuniversity.org/,Public Domain,R. Parthasarathy,Royal justice proverb.,Connecting royal moral corruption directly with ecological failure.,"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]","{'செங்கோல்': 'just scepter', 'வளைந்தால்': 'if bent', 'மழை': 'rain'}",{},1.0,True
SIL-Cilappatikaram-8,அறம் வெல்லும் பாவம் தோற்கும் என்பது காலத்தின் நியதி.,Virtue shall prevail and sin shall perish — this is the decree of time.,Ilankovatikal,Silappathikaram,Passage Cilappatikaram-8,Cilappatikaram-8,Post-Sangam (c. 5th century CE),Epic/Narrative,https://www.tamilvirtualuniversity.org/,Public Domain,R. Parthasarathy,The epic's central moral message: virtue triumphs over sin through the workings of fate.,,"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}, {'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'confidence': 1.0}]",{},{},1.0,True
SIL-Mangu-5,கற்பு என்பது கணவன் மனைவி இருவரும் ஒருவர்க்கொருவர் உண்மையாக இருத்தல்.,Chastity (Karpu) means that both husband and wife are faithful to each other.,Ilankovatikal,Silappathikaram,Passage Mangu-5,Mangu-5,Post-Sangam (c. 5th century CE),Epic/Narrative,https://www.tamilvirtualuniversity.org/,Public Domain,R. Parthasarathy,A definition of marital chastity (Karpu) as mutual faithfulness — not one-sided.,,"[{'concept_id': 'IKS-KARPU', 'name': 'Karpu', 'meaning': 'Chastity, faithfulness, or marital virtue', 'confidence': 1.0}, {'concept_id': 'IKS-ANBU', 'name': 'Anbu', 'meaning': 'Love, affection, or emotional/familial bonding', 'confidence': 1.0}]",{},{},1.0,True
SIL-Cilappatikaram-6,நாட்டு மக்கள் துன்பப்படும்போது அரசன் தனது சொந்த துன்பம் போல் உணர வேண்டும்.,"When the people of the land suffer, the king must feel it as his own suffering.",Ilankovatikal,Silappathikaram,Passage Cilappatikaram-6,Cilappatikaram-6,Post-Sangam (c. 5th century CE),Epic/Narrative,https://www.tamilvirtualuniversity.org/,Public Domain,R. Parthasarathy,The ideal of empathetic kingship — the king's compassion for his people's suffering.,,"[{'concept_id': 'IKS-ARASAN', 'name': 'Arasan', 'meaning': 'King, ruler, or sovereign leader', 'confidence': 1.0}, {'concept_id': 'IKS-ARUL', 'name': 'Arul', 'meaning': 'Grace, benevolence, or divine compassion', 'confidence': 1.0}, {'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'confidence': 1.0}]",{},{},1.0,True
SIL-Mangu-2,கண்ணகி கோபத்தினால் மதுரை நகரை எரித்தாள் தன் கற்பின் வலிமையால்.,"Kannaki, with the power of her chastity (Karpu), in her rage, burned down the city of Madurai.",Ilankovatikal,Silappathikaram,Passage Mangu-2,Mangu-2,Post-Sangam (c. 5th century CE),Epic/Narrative,https://www.tamilvirtualuniversity.org/,Public Domain,R. Parthasarathy,The climactic act of the epic — Kannaki's chastity gives her divine power to destroy an unjust city.,,"[{'concept_id': 'IKS-KARPU', 'name': 'Karpu', 'meaning': 'Chastity, faithfulness, or marital virtue', 'confidence': 1.0}, {'concept_id': 'IKS-MANAM', 'name': 'Manam', 'meaning': 'Classical Tamil IKS concept of Manam', 'confidence': 1.0}]",{},{},1.0,True
SIL-Mangu-4,அரசன் பிழை செய்தான் ஆதலால் மாதவி பிரிந்தாள் கோவலனிடமிருந்து.,"Because the king erred in justice, Madhavi separated from Kovalan.",Ilankovatikal,Silappathikaram,Passage Mangu-4,Mangu-4,Post-Sangam (c. 5th century CE),Epic/Narrative,https://www.tamilvirtualuniversity.org/,Public Domain,R. Parthasarathy,The narrative consequence of royal injustice rippling through individual lives.,,"[{'concept_id': 'IKS-SENGOL', 'name': 'Sengol', 'meaning': 'Classical Tamil IKS concept of Sengol', 'confidence': 1.0}, {'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'confidence': 1.0}]",{},{},1.0,True
SIL-Cilappatikaram-7,யாழின் இசை கேட்டு மகிழும் மனமுள்ளவர் இசையை புரிந்துகொண்டவர்.,Those who delight in hearing the music of the Yazh are those who truly understand music.,Ilankovatikal,Silappathikaram,Passage Cilappatikaram-7,Cilappatikaram-7,Post-Sangam (c. 5th century CE),Epic/Narrative,https://www.tamilvirtualuniversity.org/,Public Domain,R. Parthasarathy,The Silappathikaram's celebration of the Yazh (lute) as the highest musical instrument.,,"[{'concept_id': 'IKS-YAZH', 'name': 'Yazh', 'meaning': 'Classical Tamil IKS concept of Yazh', 'confidence': 1.0}, {'concept_id': 'IKS-PAN', 'name': 'Pan', 'meaning': 'Classical Tamil IKS concept of Pan', 'confidence': 1.0}]",{},{},1.0,True
TK-0001,அகர முதல எழுத்தெல்லாம் ஆதி பகவன் முதற்றே உலகு.,"As the letter A is the first of all letters, so the eternal God is first in the world.",Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),1,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,Thirukkural couplet 1.,"Like 'A' is the beginning of all letters, the Primal Deity is the beginning of the universe.","[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]","{'அகர': 'A', 'முதல': 'first', 'எழுத்தெல்லாம்': 'all letters', 'உலகு': 'world'}",{},1.0,True
TK-0002,கற்றதனால் ஆய பயனென்கொல் வாலறிவன் நற்றாள் தொழாஅர் எனின்.,"What does learning profit a man, if he worship not the good feet of Him who is possessed of pure knowledge?",Tiruvalluvar,Thirukkural,Chapter 1: Praise of God (கடவுள் வாழ்த்து),2,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,Thirukkural couplet 2.,Education is useless if one does not submit to pure wisdom.,"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]","{'கற்றதனால்': 'by learning', 'பயனென்கொல்': 'what profit', 'தொழாஅர்': 'worship not'}",{},1.0,True
TK-0039,அறத்தாறின் இல்வாழ்க்கை ஆற்றின் புறத்தாறின் போஒய்ப் பெறுவது எவன்.,"If domestic life is lived in the path of virtue, what is gained by seeking other paths?",Tiruvalluvar,Thirukkural,Chapter 4: Assertion of the Strength of Virtue (அறன்வலியுறுத்தல்),39,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,Thirukkural couplet 39.,Virtuous householder life is superior to escaping duties.,"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}]","{'அறத்தாறின்': 'virtuous path', 'இல்வாழ்க்கை': 'domestic life'}",{},1.0,True
TK-0071,அன்பிலார் எல்லாம் தமக்குரியர் அன்புடையார் என்பும் உரியர் பிறர்க்கு.,Those who lack love claim everything for themselves; those who possess love give even their bones to others.,Tiruvalluvar,Thirukkural,Chapter 8: Possession of Love (அன்புடைமை),71,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,Thirukkural couplet 71.,Altruistic love makes one give even one's body/bones for others.,"[{'concept_id': 'IKS-ANBU', 'name': 'Anbu', 'meaning': 'Love, affection, or emotional/familial bonding', 'confidence': 1.0}]","{'அன்பிலார்': 'those without love', 'உரியர்': 'belong to'}",{},1.0,True
TK-0241,அருட்செல்வம் செல்வத்துள் செல்வம் பொருட்செல்வம் பூரியார் கண்ணும் உள.,The wealth of grace (compassion) is the wealth of all wealth; material wealth is found even in the basest of men.,Tiruvalluvar,Thirukkural,Chapter 25: Possession of Compassion (அருளுடைமை),241,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,Thirukkural couplet 241.,Grace and mercy are the highest wealth.,"[{'concept_id': 'IKS-ARUL', 'name': 'Arul', 'meaning': 'Grace, benevolence, or divine compassion', 'confidence': 1.0}]","{'அருட்செல்வம்': 'wealth of grace', 'செல்வத்துள்': 'among wealth'}",{},1.0,True
TK-0380,ஊழில் பெருவலி யாவுள மற்றொன்று சூழினும் தான்முந் துறும்.,"What is stronger than fate? Even if one devises some other defense, fate will forestall and come first.",Tiruvalluvar,Thirukkural,Chapter 38: Fate (ஊழ்),380,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,Thirukkural couplet 380.,Fate/Destiny overcomes all counter-designs.,"[{'concept_id': 'IKS-OOZH', 'name': 'Oozh', 'meaning': 'Fate, destiny, or cosmic cause-and-effect', 'confidence': 1.0}]","{'ஊழில்': 'than fate', 'பெருவலி': 'great power'}",{},1.0,True
TK-0261,உற்றநோய் நோற்றல் உயிர்க்குறுகண் செய்யாமை அற்றே தவத்திற்கு உரு.,To endure the pain that comes to oneself and not to cause pain to other lives — that is the nature of penance.,Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),261,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,Thirukkural couplet 261.,Endurance and non-harming define penance.,"[{'concept_id': 'IKS-ARAM', 'name': 'Aram', 'meaning': 'Virtue, righteousness, or moral ethics in classical Tamil thought', 'confidence': 1.0}, {'concept_id': 'IKS-THAVAM', 'name': 'Thavam', 'meaning': 'Penance, ascetic practice, or self-discipline', 'confidence': 1.0}]","{'நோற்றல்': 'endurance', 'செய்யாமை': 'not doing'}",{},1.0,True
TK-0096-POPE,சிறுமையுவந்து சீர்அல்ல செய்யும் பெருமை அகன்றவர் நட்பும் அகல்.,Avoid the friendship of the mean who delight in base deeds and shun what is excellent.,Tiruvalluvar,Thirukkural,Chapter 10: Pleasant Words (இனியவை கூறல்),96,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 96, Pleasant Words (இனியவை கூறல்).",,[],{},{},0.9,True
TK-0374-POPE,நன்னிலையும் தீயதொன்றும் திங்களால் செய்யும் அலவன் கதி.,"Both good and bad states are wrought by fate, just as the crab is moved by the moon's influence.",Tiruvalluvar,Thirukkural,Chapter 38: Fate / Destiny (ஊழ்),374,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,G.U. Pope,"Thirukkural couplet 374, Fate / Destiny (ஊழ்).",,[],{},{},0.9,True
TK-0266-DREW,வேண்டிய வேண்டியாங் கெய்தலால் செய்தவம் ஈண்டு முயல்வார்க்கு இனிது.,"Penance grants desired objects, making it sweet for those who strive.",Tiruvalluvar,Thirukkural,Chapter 27: Penance (தவம்),266,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 266, Penance (தவம்).",,[],{},{},0.9,True
TK-0085-DREW,செல்விருந்து ஓம்பி வருவிருந்து பார்த்திருப்பான் நல்விருந்து வானத்தவர்க்கு ஆம்.,He who serves present guests and awaits coming ones will be a welcome guest in heaven.,Tiruvalluvar,Thirukkural,Chapter 9: Hospitality (விருந்தோம்பல்),85,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 85, Hospitality (விருந்தோம்பல்).",,[],{},{},0.9,True
TK-0027-DREW,குணமென்னும் குன்றேறி நின்றார் வெகுளி கணமேயும் காத்துக் கொளல்.,Avoid even a moment of the wrath of those who stand on virtue's summit.,Tiruvalluvar,Thirukkural,Chapter 3: The Greatness of Ascetics (நீத்தார் பெருமை),27,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 27, The Greatness of Ascetics (நீத்தார் பெருமை).",,[],{},{},0.9,True
TK-0138-DREW,மறப்பினும் ஓத்துக்கொளலாகும் பார்ப்பான் பிறப்பொழுக்கம் குன்றல் இலன்.,A Brahmin who forgets his learning can relearn; but loss of conduct means loss of his birth.,Tiruvalluvar,Thirukkural,Chapter 14: Right Conduct (ஒழுக்கமுடைமை),138,Post-Sangam (c. 1st–5th century CE),Didactic,https://www.tamilvirtualuniversity.org/,Public Domain,W.H. Drew,"Thirukkural couplet 138, Right Conduct (ஒழுக்கமுடைமை).",,[],{},{},0.9,True
